Comment ID,Comment Text,Comment Score,Comment Depth,Created Timestamp,Author,Edited,Semantic Label,Semantic Label 2,Semantic Label 3,Major_Semantic
goy1hkb,"Imagine you got married to a narcissist. You wouldn't even know & by the time you'll realise, you'll have kids running around the house. 

That's one of the worst nightmares. Because no number of meetings prior to the marriage (arranged) will ever be able to help you know that. 

Good luck with sociopath or psychopath as well.",41,0,1614401047.0,litbydayclitbynight,False,negative,negative,negative,negative
goy5x28,Arranged marriage is a farce.,11,0,1614402801.0,,False,negative,negative,neutral,negative
gox61s4,crosspost to /r/PrequelMemes,30,0,1614388064.0,hevill,False,neutral,neutral,neutral,neutral
goxcx0c,My uncle had one like that. My grandfather setup a marriage with one of his nicest friends，thinking the girl would be lke him. Turns out she is the opposite. She seems to hate our family，do not know why，all I know is I've never met her or my cousins in my life.,37,0,1614391939.0,fedeloco,False,negative,negative,negative,negative
goxap0d,Preach brother!,9,0,1614390669.0,orcrist747,False,positive,positive,neutral,positive
goytrfb,"When everything is going great, everyone is going to take credit. When it sinks, you're supposed to go down with it while everyone is on a life boat. And if there are children involved, god help you.",8,0,1614419765.0,akhand_bakchodi,False,negative,negative,positive,negative
goy42ck,[deleted],41,0,1614402122.0,,False,neutral,neutral,negative,neutral
goy6bch,Meanwhile Award Ansuman me: yeh bhi meri galti hai ?,6,0,1614402937.0,,False,neutral,neutral,positive,neutral
goyj8sh,Kyunki saas bhi kabhi bahoo theee,6,0,1614411573.0,helpme_change_huhuhu,False,neutral,neutral,negative,neutral
goxctyx,Arrange marriage is not compatible with the modern world,35,0,1614391891.0,,False,negative,negative,neutral,negative
goyrbvc,"NO, but YOU made the decision yourself after talking to her for the whole 10 minutes. No one pressurized you. Duh!!",9,0,1614417214.0,light_a_lamp,False,negative,negative,negative,negative
goxna60,Marriage in India is just business deal how much dowry is given nobody cares if people who  are marrying are comfortable with each other it's most irritating thing in Indian society,19,0,1614396183.0,,False,negative,negative,negative,negative
goyjvm0,This! Yes!!,3,0,1614412175.0,mmt1986,False,positive,positive,neutral,positive
goytpg3,r/prequelmemes,3,0,1614419705.0,morse_,False,neutral,neutral,neutral,neutral
goyvlvc,"Complain is different than treating her low, mom, you did the fucking enquiry/CID/detective part for so long. 


You were the one who is behind me to talk to this girl. Now you complain they don't have money? I knew when I spoke to her, infact I simply asked her and I got to know (which I didn't even care in the first place). It's your mistake, now don't bother my wife on that angle.",3,0,1614421762.0,theepi_pillodu,False,negative,negative,negative,negative
goxdf08,"""Operation"" 😂",5,0,1614392231.0,CelebrationTrue4658,False,neutral,neutral,neutral,neutral
goya20o,"Marriage is the problem. Arranged or love , they are just different flavours of it.",5,0,1614404721.0,dumb_programmer,False,negative,negative,negative,negative
goy58ma,What the hell does saas and bahu mean?,5,0,1614402566.0,,False,negative,negative,negative,negative
goylnfz,The Great Indian kitchen movie says it all,2,0,1614413727.0,SaphireResolute,False,neutral,positive,positive,positive
gp4pqvq,oh man im gonna save myself from so much trouble because im ugly and poor and fat and retarded. thankfully no one will marry me and even my parents wont bother me.,2,0,1614491417.0,ApurSansar,False,negative,negative,negative,negative
goykodn,"Everything in life is about sex, arranged or not, saas is always going to be jealous that bahu gets to have more sex",-7,0,1614412948.0,Exciting-Garage-3449,False,negative,negative,negative,negative
goyl1m6,but most love marriages are based on lust that's why the majority of them fail,-10,0,1614413291.0,XYR000,1614427945.0,negative,negative,neutral,negative
gozfqi4,"The question is same, but comes from different party in different type of marriage.",1,0,1614427668.0,kkundalakesi,False,neutral,neutral,neutral,neutral
gp01flr,Awesome!!,1,0,1614433450.0,Azqaadesigns,False,positive,positive,positive,positive
grd026j,🤣🤣🤣,1,0,1616076774.0,EmperorSanzen,False,neutral,neutral,neutral,neutral
h2sa0gx,Sad but true,1,0,1624466647.0,CompetitiveMap9,False,negative,negative,negative,negative
goxlimt,"This has become my life now, I guess the best thing to do would be to plan ahead. Leave home in your early 20s. Never work in a place 20 minutes from your home, build a life elsewhere. Get married and live independently. This is the only way to break the cycle. My elder brother is trying desperately to migrate. I got married recently married and feeling the heat. :(",217,1,1614395614.0,,False,neutral,neutral,neutral,neutral
gowqv6p,I think you may be on to something here,116,1,1614382473.0,rodmonte,False,positive,neutral,neutral,neutral
gv1vsmw,"Absolutely. Half the problems come up because Indian parents (especially those who have sons) do not figure out their retirement plans and see their son as the sole financial security for old age.

And then blame the daughter in law for breaking up their house and blame the son for being brainwashed by his wife. He has his own family, and this is a fact that many Indian parents cannot digest. Neither do they differentiate between getting some  financial help and being dependants.",10,1,1618811619.0,Silverpool2018,False,negative,negative,negative,negative
goya4a3,"Honestly, it makes no sense for educated, employed Indian women to get married. In addition to weathering shitstorms on the work front, studying your ass off in school and college, you get married, and enter through the gates of hell.

A passive-aggressive elderly woman, who's never endured the rigours of competitive academics and punishing corporate work hours, will do her crazy best to sabotage your marriage, because ""my magic pussy produced a son, and he's MINE. ALL MINE"".

Who needs all this crazy third wheel drama? The marriage never recovers enough to breach the profound emotional rift caused by Golden Mother shenanigans. 

The man gets to see how ""loving"" Momma actually is. Resentful mother. Resentful wife. Traumatised children. Fun times.",71,1,1614404769.0,VariableStruck,False,negative,negative,negative,negative
goyqa7h,it's a power-play. the new daughter in law is more like someone who invaded the territory (ie the mother's). so they fight for dominance.,10,1,1614416430.0,the_greatest_MF,False,neutral,negative,negative,negative
goyit5n,"The entire idea of being a momma's boy being glorified in our society tell you everything that is wrong with our society...i know a lot of people in their 30s & even 40s being absolute manchilds...it's like the doctor never cut their umbilical cord...we will never grow out of this whole saas bahu shit if the mothers don't stop smothering our boys...give them their freedom, let them make their choices or they loose their individuality.",23,1,1614411176.0,vickydonor2019,False,negative,negative,negative,negative
goxq4rk,">I feel like saas bahu stuff is always about insecurity brought upon by competition of perceived limited resources

BRUH

I don't get this saas bahu bs. In my family MIL care more about their DIL than their sons. Out of the tv I've never seen a saas hate her bahu even being passive aggressive towards her.

In your scenario its the sons fault for not setting up boundaries and most guys don't have have guts to tell their mom to back off cuz she probably was controlling him his entire life and is scared to lose that another woman. Imo it has everything to do w CONTROL and not attention or even money",44,1,1614397102.0,thatbitchxvx,False,negative,negative,negative,negative
gows6dt,"A lot of these problems would be solved if we were a matriarchal society. Also, the elders need to stop expecting love and respect in exchange of insults to the woman who left everything to take care of you and your family.",104,1,1614382893.0,uvasag,False,negative,negative,neutral,negative
goy4yr3,Software as a service?,12,1,1614402476.0,lord_chihuahua,False,neutral,neutral,neutral,neutral
goxtt57,"But don't you think it's similar to fathers and sons-in-law? Fathers usually don't depend on daughters for financial aid or security, but they still seem to have a little bit of a grudge against their daughter's bf or husband. I'm not sure tho",9,1,1614398301.0,,False,neutral,neutral,neutral,neutral
goyhn58,Yep it’s 80% accurate. Rest of the 20% is because sometimes the saas and bahu are persons with bad personalities.,5,1,1614410134.0,Potato_is_Aloo,False,negative,negative,neutral,negative
gox5jhm,Don’t blame the person but blame the process,4,1,1614387783.0,KissMyBrownAsh,False,negative,negative,negative,negative
goxpolk,Freud would disagree.,2,1,1614396962.0,bertwit,False,negative,neutral,negative,negative
goyibc4,"*Attention, love, emotional stability, control....and financial stability.",1,1,1614410732.0,wildlyinauthentic,False,positive,positive,positive,positive
goxh1p3,It's just greed of them,0,1,1614394061.0,Sterlok2,False,negative,negative,negative,negative
gqptdzl,I have never seen a mother depend on her son for financial security in my family. It seems really alien to us and I come from Bihar.,1,1,1615573620.0,,False,negative,negative,neutral,negative
goy5yvm,Lucky,52,1,1614402822.0,bigmonke2409,False,positive,positive,positive,positive
goz4wth,Your sperm donor is a major dick. It's making me sick. Why would anyone do that? Why have a child and then abandon?,15,1,1614425147.0,,False,negative,negative,negative,negative
gowp7dj,"I understand but saas bahu problems are like universal across humanity. Maybe the TV shows exacerbate it, but these issues exist across every culture in every part of the world.",112,1,1614381941.0,merupu8352,False,negative,negative,negative,negative
gox6hz9,"Don’t try to blow it out of proportion man , all of them do watch serials but when it comes to reality they’re quite different , my mom and fiancé actually gang up against me , it all depends on how well they gel with each other

And who the heck is upvoting this comment of urs , it makes no sense to me",9,1,1614388315.0,avenger1005,1614388617.0,negative,negative,negative,negative
goy1uui,"TV shows dont cause social issues, social issues cause TV shows",1,1,1614401201.0,,False,neutral,negative,negative,negative
gozvpfq,"Tv shows show it because it is prevalent in society and not the other way around.

Tv supplies what is in demand.",1,1,1614432019.0,rahulBatmanDravid,False,neutral,neutral,neutral,neutral
goycncl,Don't try it,16,1,1614406751.0,NabatheNibba,False,neutral,negative,neutral,neutral
grd3t69,"Nooo. Its impossible. You were supposed to protect me , not destroy me.",3,1,1616078054.0,anxiety_on_steroids,False,negative,negative,negative,negative
goyw62f,It’s just they don’t have to disappoint or make their parents feel sad. But few people do that for the parents money.,6,1,1614422201.0,instagramisdumb,False,negative,negative,negative,negative
goxicsn,MAHI WAY,50,1,1614394538.0,Ramanticasf,False,neutral,neutral,positive,neutral
goy8v2l,*cries in mando'a,8,1,1614403899.0,wpeb,False,neutral,negative,negative,negative
goysq6j,Erection intensifies,2,1,1614418652.0,italian_stalion17,False,neutral,neutral,positive,neutral
goxer4c,"Great point. The moment you say _yes_ to an arranged marriage, from that point on its your operation as much as it is your parents'.",95,1,1614392995.0,,False,neutral,positive,positive,positive
gowmusq,*लोल्,69,1,1614381178.0,hwhaut,False,neutral,neutral,neutral,neutral
goxbujt,"Welcome to India. The sad thing is, the ""society"" mentally fucks you up even if a girl and a guy just hang out together... The toll of being a ""couple"" getting teased, and the stigma of the whole thing is massive and Indian parents don't want you to have a gf/bf or be intimate with them... Just directly want you to have kids with the partner of their choice... 

I got slapped because they saw a chat with a friend where I wrote ""I wanna lose my virginity by 18 dude"" ... And let us just say, it didn't end at a slap. 

Indians are fucked up.",153,1,1614391326.0,bun_ty,False,negative,negative,negative,negative
goycu8z,"Here's the thing. Learning to build happy, healthy intimate relationships is also a critical life skill that Indian parents don't teach. 

It's like riding a bicycle. You can't expect to have a fabulous marriage if you don't have the emotional skills to build one. How do you acquire these relationship skills? Through experience. By trial and error. Relationships, even failed ones, teach you a lot about yourself, and the most private aspects of your being. 

You can't go from zero dating experience to happily married without undergoing major heartache, suffering, loss and growth. Indian society doesn't get this.",31,1,1614406910.0,VariableStruck,False,neutral,neutral,neutral,neutral
goxcglf,"Yeah seen a tonne of these and also dabbled a bit in them. As men, we’re really not taught how to interact with women in a friendly way particularly if you come from a conservative home. So we just end up as creepy guys at the end.

Pro tip: You can’t dress up and work out a shitty personality.",22,1,1614391679.0,bangleboi,False,negative,negative,neutral,negative
goxqbaw,"No one asked you mate, you can't judge what other people are going through. Most of the time neither the groom or the bride has any say in the matter",-3,1,1614397158.0,Pillarsofcreation99,False,negative,neutral,negative,negative
grdoaqz,My biggest fear till date,3,1,1616085100.0,DowntownGovernment12,False,negative,negative,negative,negative
goxatul,Hello there.,23,1,1614390746.0,bugwitch,False,positive,neutral,neutral,neutral
goyb4p5,They won't get it.,2,1,1614405540.0,,False,negative,negative,neutral,negative
goyrg1p,Eh... Do you know how they were to her? You are seeing this with a child/younger generation's filter. Ofc you will never get her side of the story because she probably won't want to. Secondly can you ever believe anything bad about your own family unless someone like your partner can tell you. Then again not even then,14,1,1614417332.0,unoriginalSickular,False,negative,negative,negative,negative
goyb7ox,U are getting down votes for being gay i presume.,15,1,1614405604.0,,False,negative,negative,neutral,negative
goxiuy5,"Love marriage has divorce rate at high sky rocket level and lawyers themselves say opportunity is ripe to make money out of divorce cases. 

While arrange marriage are stable and are consent form too.",-67,1,1614394730.0,Toddler_dictator,False,neutral,neutral,positive,neutral
goyra9o,"No dowry only ""who else will you splurge on if not your daughter on her one and only wedding"" also ""buy xyz in bridegroom's name it's a matter of pride that your daughter is seen as being able to afford this"" etc",3,1,1614417168.0,unoriginalSickular,False,neutral,neutral,positive,neutral
goy3s35,I don't think it's true in each and every case . I agree that dowry system is still there in various parts of Indian society but it's been in decline with each coming generation.,8,1,1614402009.0,Rhodorr,False,negative,neutral,neutral,neutral
goy6ryj,">much dowry is

I think dowry was outlawed since the 1960s",-9,1,1614403093.0,,False,negative,neutral,negative,negative
goy60oi,"Saas- mom in law
Bahu- daughter in law",7,1,1614402839.0,,False,neutral,neutral,neutral,neutral
goyltaz,Arranged marriages would fail at a higher rate if the woman had safe options and support to leave the marriage.,21,1,1614413833.0,justabofh,False,negative,negative,negative,negative
goyqjtr,"By this definition there is nothing called love in this world and we all just fuckbois/girls looking to get our dick/pussy wet.

Also, reproduction is byproduct of sex, not vice-versa.",11,1,1614416584.0,jainswapnil52,False,negative,negative,negative,negative
goyqpxv,[deleted],8,1,1614416682.0,,False,neutral,neutral,negative,neutral
goxpghl,How old are you?,60,2,1614396883.0,bhatushar,False,neutral,neutral,neutral,neutral
goypant,Naatil evda bro stalam?,13,2,1614415858.0,rl_midnightlogic,False,neutral,neutral,neutral,neutral
gozlgyy,Grats on the Sex,1,2,1614429654.0,ProfessorAnie,False,positive,neutral,neutral,neutral
grd09kr,"Very difficult in our society, where guys are expected to stay with their parents even after getting married/finding a SO.

It's going to take another 50-100 years before Indian parents realise that just because their son wants to live independently, it doesn't mean he does not love and respect them anymore.",1,2,1616076844.0,,False,negative,negative,negative,negative
gs0rz74,naatil evda,1,2,1616567205.0,ShammyHeroAda,False,neutral,neutral,neutral,neutral
goyalk7,Kids moving out of their parents place could be a start,43,2,1614405132.0,roshatron,False,neutral,positive,neutral,neutral
goyfhkv,">my magic pussy produced a son, and he's MINE. ALL MINE

r/SuddenlyIncest",22,2,1614408694.0,,False,positive,positive,neutral,positive
goyp82n,Preach 🙌🏽,3,2,1614415815.0,Silky_pants,False,positive,neutral,neutral,neutral
grgawom,"Haha good on you looking at society through your myopic lens. Some of us have a  pretty chill setup...no I'm not married, and don't live with my folks too. 
Don't paint Indian society with just what you might have experienced or seen in your life.",3,2,1616133124.0,,False,neutral,neutral,neutral,neutral
grd1h95,THIS,2,2,1616077255.0,,False,neutral,neutral,negative,neutral
goyg3rb,You've watched too many Ekta Kapoor shows.,2,2,1614409057.0,HADES_123,False,neutral,neutral,neutral,neutral
gp07zcz,"my magic pussy produced a son, and he's MINE. ALL MINE"".

I just ROFLed so hard at this XD",1,2,1614434930.0,ace_in_training,False,positive,positive,neutral,positive
gv1vxwq,As a traumatized child I can tell you its true. My grandparents made life hell for my mom and dad. We all suffered until we moved out.,1,2,1618811737.0,Silverpool2018,False,negative,negative,negative,negative
goys31o,"Vice versa.... Boys need to recognise that their partners are not their Minnie's. I've been mocked for saying most wives are ""daily living assistants"" for the spoilt man children.",11,2,1614417984.0,unoriginalSickular,False,negative,negative,negative,negative
goyec65,And how do you think CONTROL works? If a man can do basic household chores do you not think he can tell his mother that he can sort out his relationship plainly? It's the ingrained belief that Indian men do not want to examine deeply- the belief that a woman's importance is only what she does/brings to family. What is a person's self worth when the basis of their daily labour is shown as replaceable,25,2,1614408004.0,unoriginalSickular,False,negative,negative,neutral,negative
goxq3tm,Expecting love and respect just because they are senior despite an endless barrage of criticism and judgement,28,2,1614397093.0,givebacksome,False,neutral,neutral,positive,neutral
gox3x97,"Nope in that case it would just be the wife's parents fighting with the boy. Like the previous person said it stems from the mother being dependant on the son for her financial needs. This dependance means that the mother feels that if she isn't running or controlling the household she feels she is just a burden and fears being discarded. While the wife feels that the boys mother is interfering and controlling too much.

Used to work in the olden days when women were considered second class citizens and didn't have jobs themselves. Now this won't work anymore. We are literally in middle of a transition where females went from being housewives in the previous generation to being working and independent in the next. This sort of saas bahu will only become less prevalent as more women stop judging thier worth based on thier husband and sons.",90,2,1614386900.0,captnspock,False,negative,negative,negative,negative
gox2gs8,"Wouldn't things shift to son in laws and father in law's, then?",72,2,1614386316.0,thelordmehts,False,neutral,neutral,neutral,neutral
goxqvw1,Do yall live in 1950s cuz that is not normal,13,2,1614397347.0,thatbitchxvx,False,negative,negative,neutral,negative
goylc98,"We need an egalitarian society. Matriachal would put one group on a pedestal, as it happens with patriarchal.",12,2,1614413503.0,mioou,False,negative,neutral,neutral,neutral
goxn5d5,That is just stupid.,8,2,1614396144.0,LegitimateBedroom1,False,negative,negative,negative,negative
goxa5rj,[deleted],35,2,1614390368.0,,False,neutral,neutral,negative,neutral
goycceh,"Definitely agree with the part succeeding ""Also""",2,2,1614406503.0,Primary-Bullfrog-653,False,positive,positive,positive,positive
goy9x1s,How do you define a 'matriarchial society'?,3,2,1614404618.0,dankeschoen123,False,neutral,neutral,neutral,neutral
goygma8,Sangsar as a service.,9,2,1614409396.0,operian,False,neutral,neutral,neutral,neutral
goybqyn,That is just the father of the bride realising the shit he put his own wife through and being unable or unwilling to do anything,24,2,1614406027.0,unoriginalSickular,False,negative,negative,negative,negative
goybkd8,Elderly people can still change. Though the father in law and extended family is not given enough credit for the trauma a new bride has to go through- rite passage and all,11,2,1614405881.0,unoriginalSickular,False,neutral,neutral,negative,neutral
goxasg2,No the people (wife and mom) can grow the fuck up instead of making life diffucult for the son.,-21,2,1614390724.0,orcrist747,False,negative,negative,negative,negative
grd3iil,Because he's an asshole. If he's a man instead of a dick he'd have taken responsibility of the kid.,3,2,1616077931.0,anxiety_on_steroids,False,negative,negative,negative,negative
gowra42,"If people disentangle themselves from other’s lives, 95% of this crap goes away. If mother in law wants to dictate tiny details of her son’s home, there will be problems.",111,2,1614382599.0,CalPoppyPretty,False,negative,negative,negative,negative
goybeaj,"No, MIL-DIL problems are symptomatic of a patriarchal society. In traditional Indian society, there is only ONE avenue for a woman to access absolute, unconditional power  -- by giving birth to a son. An adult, employed, subservient son is every traditional woman's dream.

When you have never been allowed to realise your potential as an individual and a human being, and have been restricted to only playing the roles of wife, mother, daughter-in-law, your mind becomes conditioned to see family relations as adversarial and competitive.

It suits patriarchy because women are pitted against each other, and never even question why these power dynamics exists. Indian women are like a hampster on a wheel. They never break free of millennia of conditioning.",45,2,1614405747.0,VariableStruck,False,negative,negative,neutral,negative
goxa9jp,Universal? It's primarily in India.,0,2,1614390427.0,,False,neutral,neutral,positive,neutral
gox9hhb,[deleted],89,2,1614389988.0,,1614391139.0,neutral,neutral,negative,neutral
goxvyzm,"As evidenced by the other reply to your comment, not all families are like yours. In my own I've seen two different kinds of relations between MIL and DILs. One where the MIL would subtly (not as openly as the one in their story) undermine the DIL frequently, take petty actions against the DIL, and then also do major drama once in a while when the usual stuff wasn't bothersome enough.

In the other case, the DIL was welcomed with open arms and pampered like their own daughters.

From dowry harassment and killings to other milder stuff, different families experience different situations. Can't generalise them.",11,2,1614398998.0,ThisKapsIsCrazy,False,neutral,neutral,negative,neutral
goy6ylg,"My case is actually pretty clear and many people have somewhat of a similar issue. You should be happy tour's is  not as bad, But I can tell it's not too good for you either. I haven't mentioned any of the sufferings my mom has had to go through because her MIL had some sort of enmity with her for no reason at all, But clearly, Over 179 people understand.",3,2,1614403160.0,,False,negative,negative,neutral,negative
gp02a31,"You may be right, But I feel like if you knew how much my grandma was addicted to this shit, You might change your opinion too, So, I'll stick to my opinion.",1,2,1614433642.0,,False,negative,negative,negative,negative
gp0qgj0,You underestimated my powers,2,2,1614439933.0,,False,neutral,negative,negative,negative
grd443n,Dark side is the pathway to many abilities sone consider it to be..... UnNaTuRaL,2,2,1616078196.0,,False,neutral,neutral,negative,neutral
goxy0vv,THAT'S THE WAY,19,2,1614399698.0,mkonu,False,neutral,positive,neutral,neutral
goy30ba,MOHOBATTA SACHIYA WAY,10,2,1614401682.0,adityaism_,False,neutral,neutral,neutral,neutral
goycyuo,"That's nonsense. Do you understand how much emotional manipulation goes behind arranged marriages? 

""You are getting old beta, get married fast, log kya kahenge?""""

""Get married beta, we are sad and we will feel happy if you bring a bahu into our home.""

""Beta your mom has cancer and we don't know how many years she will survive. She wants to see her grandson before she dies.""

""Beti all your father wanted was for you to get married. Now that he is dead, lets find you a boy to take care of you""

And on and on and on... And people continuously cave to that pressure to make their parents happy.

Saying yes to that doesn't make you guilty of bad things that come afterwards, even a little bit. It's their parents fault 100%.",108,2,1614407016.0,spikyraccoon,False,negative,negative,neutral,negative
goxhajf,* लॉल,43,2,1614394160.0,SoulsBorNioKiro,False,neutral,neutral,neutral,neutral
goxcl4s,"Welcome to the club ""being better than our parents."" We don't have many funds, but we do have some party hats in the corner",78,2,1614391751.0,riot_ball,False,positive,positive,positive,positive
goxqmc4,"Yep. It's even better when they say shit like : ""don't talk to girls or flirt with them"" and within months, demanding you to marry a stranger and expect you to be ok with it",40,2,1614397258.0,Pillarsofcreation99,False,negative,negative,neutral,negative
goxu3ab,"> The sad thing is, the ""society"" mentally fucks you up even if a girl and a guy just hang out together... The toll of being a ""couple"" getting teased, and the stigma of the whole thing is massive

1000000000000000000000000000000% Fuck these people!  

>and Indian parents don't want you to have a gf/bf or be intimate with them... Just directly want you to have kids with the partner of their choice...

To hell with them as well!",26,2,1614398397.0,TheUltimateAntihero,False,negative,negative,negative,negative
goxda6g,"Damn. I really don't know what or who to blame for the way their culture is. I've always heard Indians blaming everyone else but themselves. They're favorite boogymen are British colonists, and it's their fault why India is the way it is. Today, they're blaming Muslims, thanks to Modi.

India is a beautiful country, but there is trash EVERYWHERE. They treat their rivers like a giant toilet. I watched something on youtube and even the guy looks at the ocean as a giant toilet where you can do your business, and the water will just ""take it away."" Not to mention the dead bodies in one of their most important rivers that run through India. I have Indian friends, they're mostly punjabi. I'm not Indian, but I look it. Even had an Indian girl not believe me when I said that I wasn't. Almost as if she really wanted me to be one. I know of another Indian friend who refered to himself as ""Jatt"".  

Aside from friends, what interested me about India is their culture of spirituality/religion. Because of that, that's what got me into meditation and learning about the chakra system/sanskrit. I just don't get why they leave their place a landfill, especially their rivers, when they are supposed to believe that ""cleanliness is next to Godliness."" And don't get me started on the rape cases of sexual assault that frequently happens out there. 

The way they act when it comes to sex is so weird, but unhealthy because they try to keep their natural instincts re/sup-pressed. What happens when a horny guy doesn't understand what's going on with his own body? Especially in a patriarchal society that treats their women as 2nd class citizens?  That caste system is an abomination, but it's not too different from classism in the states. Only problem is these higher caste people think they're too good to pick up garbage or do any laborious work. Most people just want a cushy office job.

Sorry for the long rant.",44,2,1614392153.0,SomeOne9oNe6,1614392489.0,negative,negative,negative,negative
goyw36k,"This... They make a huge scene if you are in contact with a girl but now that a person can't get married as they are old to meet new ppl and are busy with work, they'll have to resort to arranged marriage.",7,2,1614422177.0,rohithkumarsp,False,negative,negative,negative,negative
goygr3u,So did you lose your virginity?,3,2,1614409469.0,HymenDetonator,False,neutral,neutral,negative,neutral
goxpvjq,F,2,2,1614397025.0,ToxicHaze150,False,neutral,neutral,neutral,neutral
goyi8tm,This is so true. Thank you for your input and expounding on the initial point.,8,2,1614410670.0,SomeOne9oNe6,False,positive,positive,positive,positive
goxqqtq,"Damn dude. I must have hit a nerve. Maybe there's something I said that you're ashamed of? It's usually the bride that doesn't have a say, and that's wrong! The males don't care, if anything,  most of them are happy to do it. Did you not read my comment about who I was talking about anyway?",9,2,1614397299.0,SomeOne9oNe6,False,negative,negative,neutral,negative
goxdjek,General Kenobi,13,2,1614392303.0,g7droid,False,neutral,neutral,positive,neutral
goyciiw,"No, he's getting downvoted because he doesn't realize how society will treat him after marriage",27,2,1614406641.0,,False,negative,negative,negative,negative
goxo7of,I always see Indians boasting about this kinda on the internet. But you think this has anything to do with the fact the arranged marriage happens more in conservative societies where Divorce only happens in EXTREME cases?,34,2,1614396484.0,Not_donald-trump,False,neutral,neutral,negative,neutral
goyexzy,"More and more people getting out of unpleasant commitments instead of suffering under ""log kya kahenge"" is a very good change.",12,2,1614408371.0,motherfuckir,False,positive,positive,positive,positive
goxjs4u,low divorce rate doesn't equate to a happy marriage,63,2,1614395042.0,,False,negative,negative,neutral,negative
goydmx1,Are uncle. WhatsApp nahi hai ye.,10,2,1614407578.0,wannasleepsomemore,False,neutral,neutral,neutral,neutral
goxz70p,Divorce??? Think about what society will say about us,10,2,1614400113.0,Sorry_Door,False,negative,neutral,negative,negative
goxl1lx,"Honestly this makes 0 sense. What’s the core difference between arranged and love marriage? Your entire family chooses vs you choose. It is your life and you are an adult, shouldn’t you have the decisiveness to choose your life partner? And you think it’s easy to divorce when your entire family had a say in choosing your life partner?

Don’t quote rubbish statistics. It would be absolutely true if I said 100% of deaths happen after birth. But that doesn’t mean you shouldn’t be born. Arranged marriage isn’t some magical thing.",17,2,1614395465.0,chipcrazy,False,negative,negative,neutral,negative
gp0ckiy,"Lmao bro our society's view on divorce is nowhere near Western society's. For us divorce is often seen as pretty extreme, while in the US is fairly commonplace. If we Indians put more emphasis/weight on divorce then its greater prevalence in love marriages is obviously not because of the superiority of arranged marriage.",5,2,1614436127.0,Morpheus_the_God,False,negative,neutral,negative,negative
gp0hey0,Yeah but I have personally seen people bragging how much money and property they got in dowry,2,2,1614437242.0,,False,neutral,neutral,negative,neutral
goyg9f9,[removed],10,2,1614409162.0,,False,neutral,neutral,negative,neutral
gp0gvjm,It's India money and power is always superior to law and order,5,2,1614437118.0,,False,neutral,negative,positive,neutral
